,[]
fire,"['firing', 'flame', 'flaming', 'ardor', 'ardour', 'fervor', 'fervour', 'fervency', 'fervidness', 'attack', 'flak', 'flack', 'blast', 'open_fire', 'discharge', 'displace', 'give_notice', 'can', 'dismiss', 'give_the_axe', 'send_away', 'sack', 'force_out', 'give_the_sack', 'terminate', 'go_off', 'arouse', 'elicit', 'enkindle', 'kindle', 'evoke', 'raise', 'provoke', 'burn', 'burn_down']"
lower,"['lower_berth', 'take_down', 'let_down', 'get_down', 'bring_down', 'lour', 'turn_down', 'depress', 'frown', 'glower', 'low', 'low-toned', 'low-pitched', 'abject', 'low-down', 'miserable', 'scummy', 'scurvy', 'humble', 'lowly', 'modest', 'small', 'depleted', 'broken', 'crushed', 'humbled', 'humiliated', 'gloomy', 'grim', 'blue', 'depressed', 'dispirited', 'down', 'downcast', 'downhearted', 'down_in_the_mouth']"
let's,[]
sabteca,[]
marsh,"['marshland', 'fen', 'fenland', 'Marsh', 'Reginald_Marsh']"
subsided,"['subside', 'lessen', 'settle']"
nights,"['night', 'nighttime', 'dark', 'Nox']"
shed,"['cast', 'cast_off', 'shake_off', 'throw', 'throw_off', 'throw_away', 'drop', 'spill', 'pour_forth', 'disgorge', 'molt', 'exuviate', 'moult', 'slough']"
borne,"['bear', 'give_birth', 'deliver', 'birth', 'have', 'digest', 'endure', 'stick_out', 'stomach', 'stand', 'tolerate', 'support', 'brook', 'abide', 'suffer', 'put_up', 'turn_out', 'take_over', 'accept', 'assume', 'hold', 'carry', 'contain', 'yield', 'pay', 'wear', 'behave', 'acquit', 'deport', 'conduct', 'comport', 'have_a_bun_in_the_oven', 'gestate']"
except,"['demur', 'exclude', 'leave_out', 'leave_off', 'omit']"
spies,"['spy', 'undercover_agent', 'descry', 'spot', 'espy', 'stag', 'snoop', 'sleuth']"
beginning,"['commencement', 'first', 'outset', 'get-go', 'start', 'kickoff', 'starting_time', 'showtime', 'offset', 'origin', 'root', 'rootage', 'source', 'get_down', 'begin', 'get', 'start_out', 'set_about', 'set_out', 'commence']"
yonder,[]
argued,"['argue', 'reason', 'contend', 'debate', 'fence']"
off,"['murder', 'slay', 'hit', 'dispatch', 'bump_off', 'polish_off', 'remove', 'cancelled', 'sour', 'turned', 'away']"
gether,[]
drew,"['Drew', 'John_Drew', 'pull', 'draw', 'force', 'reap', 'trace', 'line', 'describe', 'delineate', 'make', 'pull_out', 'get_out', 'take_out', 'depict', 'puff', 'drag', 'withdraw', 'draw_off', 'cast', 'get', 'quarter', 'draw_and_quarter', 'absorb', 'suck', 'imbibe', 'soak_up', 'sop_up', 'suck_up', 'take_in', 'take_up', 'attract', 'pull_in', 'draw_in', 'string', 'thread', 'pull_back', 'guide', 'run', 'pass', 'tie', 'disembowel']"
swear,"['curse', 'cuss', 'blaspheme', 'imprecate', 'affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'depose', 'depone', 'trust', 'rely']"
fountains,"['fountain', 'spring', 'outflow', 'outpouring', 'natural_spring', 'jet']"
speckled,"['stipple', 'speckle', 'bespeckle', 'dotted', 'flecked', 'specked']"
ishmael's,[]
odious,"['abominable', 'detestable']"
spotted,"['descry', 'spot', 'espy', 'spy', 'recognize', 'recognise', 'distinguish', 'discern', 'pick_out', 'make_out', 'tell_apart', 'blemish', 'fleck', 'blob', 'blot', 'patched']"
archers,"['archer', 'bowman', 'Sagittarius', 'Archer']"
destroy,"['destruct', 'ruin', 'demolish']"
hivite,[]
pitcher,"['hurler', 'twirler', 'ewer', 'pitcherful']"
sarah,[]
lahai,[]
dream,"['dreaming', 'ambition', 'aspiration', 'pipe_dream', 'daydream', 'woolgather']"
split,"['rip', 'rent', 'snag', 'tear', 'Split', 'stock_split', 'split_up', 'schism', 'divide', 'separate', 'dissever', 'carve_up', 'cleave', 'rive', 'part', 'break', 'break_up', 'burst', 'break_open', 'disconnected', 'disunited']"
blindness,['sightlessness']
ground,"['land', 'dry_land', 'earth', 'solid_ground', 'terra_firma', 'reason', 'footing', 'basis', 'background', 'soil', 'flat_coat', 'primer', 'priming', 'primer_coat', 'priming_coat', 'undercoat', 'anchor', 'strand', 'run_aground', 'prime', 'establish', 'base', 'found', 'crunch', 'cranch', 'craunch', 'grind', 'grate', 'labor', 'labour', 'toil', 'fag', 'travail', 'drudge', 'dig', 'moil', 'mash', 'bray']"
merchants',[]
savory,"['Micromeria_juliana', 'savoury', 'piquant', 'spicy', 'zesty']"
relative,"['relation', 'congener', 'congenator', 'congeneric', 'comparative']"
succoth,"['Succoth', 'Sukkoth', 'Succos', 'Feast_of_Booths', 'Feast_of_Tabernacles']"
clothes,"['apparel', 'wearing_apparel', 'dress', 'clothe', 'enclothe', 'garb', 'raiment', 'tog', 'garment', 'habilitate', 'fit_out', 'invest', 'adorn', 'cloak', 'drape']"
tomb,[]
daughters',[]
dipped,"['dunk', 'dip', 'souse', 'plunge', 'douse', 'dim', 'sink', 'duck', 'lordotic', 'swayback']"
toil,"['labor', 'labour', 'fag', 'travail', 'grind', 'drudge', 'dig']"
pigeon,[]
well,"['wellspring', 'fountainhead', 'swell', 'good', 'easily', 'considerably', 'substantially', 'intimately', 'advantageously']"
dreamed,"['dream', 'daydream', 'woolgather']"
found,"['establish', 'set_up', 'launch', 'plant', 'constitute', 'institute', 'base', 'ground', 'find', 'happen', 'chance', 'bump', 'encounter', 'detect', 'observe', 'discover', 'notice', 'regain', 'determine', 'find_out', 'ascertain', 'feel', 'witness', 'see', 'line_up', 'get_hold', 'come_up', 'rule', 'receive', 'get', 'obtain', 'incur', 'recover', 'retrieve']"
maiden,"['maid', 'maiden_over', 'inaugural', 'initiative', 'initiatory']"
hul,[]
onam,[]
nations,"['state', 'nation', 'country', 'land', 'commonwealth', 'res_publica', 'body_politic', 'Nation', 'Carry_Nation']"
withhold,"['keep_back', 'deduct']"
return,"['tax_return', 'income_tax_return', 'homecoming', 'coming_back', 'restitution', 'restoration', 'regaining', 'issue', 'take', 'takings', 'proceeds', 'yield', 'payoff', 'recurrence', 'rejoinder', 'retort', 'riposte', 'replication', 'comeback', 'counter', 'return_key', 'paying_back', 'getting_even', 'reappearance', 'render', 'revert', 'retrovert', 'regress', 'turn_back', 'hark_back', 'come_back', 'recall', 'take_back', 'bring_back', 'repay', 'rejoin', 'refund', 'give_back', 'deliver', 'reelect', 'fall', 'pass', 'devolve', 'give']"
kid,"['child', 'youngster', 'minor', 'shaver', 'nipper', 'small_fry', 'tiddler', 'tike', 'tyke', 'fry', 'nestling', 'kidskin', 'Kyd', 'Kid', 'Thomas_Kyd', 'Thomas_Kid', 'pull_the_leg_of', 'chaff', 'jolly', 'josh']"
devoured,"['devour', 'down', 'consume', 'go_through', 'guttle', 'raven']"
war,['warfare']
ephah,[]
through,"['done', 'through_with']"
drove,"['horde', 'swarm', 'drove_chisel', 'drive', 'motor', 'force', 'ram', 'repel', 'repulse', 'force_back', 'push_back', 'beat_back', 'tug', 'labor', 'labour', 'push', 'get', 'aim', 'ride']"
sand,"['Sand', 'George_Sand', 'Amandine_Aurore_Lucie_Dupin', 'Baroness_Dudevant', 'backbone', 'grit', 'guts', 'moxie', 'gumption']"
load,"['loading', 'burden', 'cargo', 'lading', 'freight', 'payload', 'shipment', 'consignment', 'encumbrance', 'incumbrance', 'onus', 'lode', 'warhead', 'lade', 'laden', 'load_up', 'charge', 'adulterate', 'stretch', 'dilute']"
lodged,"['lodge', 'wedge', 'stick', 'deposit', 'charge', 'file']"
loving,"['love', 'enjoy', 'sleep_together', 'roll_in_the_hay', 'make_out', 'make_love', 'sleep_with', 'get_laid', 'have_sex', 'know', 'do_it', 'be_intimate', 'have_intercourse', 'have_it_away', 'have_it_off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie_with', 'bed', 'have_a_go_at_it', 'bang', 'get_it_on']"
masrekah,[]
oholibamah,[]
donkey's,[]
consume,"['devour', 'down', 'go_through', 'ingest', 'take_in', 'take', 'have', 'squander', 'waste', 'ware', 'eat_up', 'use_up', 'eat', 'deplete', 'exhaust', 'run_through']"
'why,[]
eight,"['8', 'VIII', 'eighter', 'eighter_from_Decatur', 'octad', 'ogdoad', 'octonary', 'octet', 'Ashcan_School', 'Eight', 'eight-spot']"
whose,[]
adder,['common_viper']
praised,[]
planted,"['plant', 'set', 'implant', 'engraft', 'embed', 'imbed', 'establish', 'found', 'constitute', 'institute', 'deep-rooted', 'deep-seated', 'implanted']"
left,"['left_wing', 'left_hand', 'left_field', 'leftfield', 'leave', 'go_forth', 'go_away', 'leave_alone', 'leave_behind', 'exit', 'go_out', 'get_out', 'allow_for', 'allow', 'provide', 'result', 'lead', 'depart', 'pull_up_stakes', 'entrust', 'bequeath', 'will', 'impart', 'give', 'pass_on', 'forget', 'leftover', 'left_over', 'odd', 'remaining', 'unexpended']"
shepherd,['sheepherder']
hirah,[]
fallen,"['fall', 'descend', 'go_down', 'come_down', 'come', 'precipitate', 'shine', 'strike', 'decrease', 'diminish', 'lessen', 'accrue', 'light', 'return', 'pass', 'devolve', 'fall_down', 'hang', 'flow']"
some,"['approximately', 'about', 'close_to', 'just_about', 'roughly', 'more_or_less', 'around']"
vindicated,"['justify', 'vindicate', 'absolved', 'clear', 'cleared', 'exculpated']"
hairy,['haired']
harm,"['injury', 'hurt', 'trauma', 'damage', 'impairment']"
ishmael,"['Ishmael', 'outcast', 'castaway']"
colt,[]
both,[]
acted,"['act', 'move', 'behave', 'do', 'play', 'represent', 'act_as', 'work', 'dissemble', 'pretend', 'roleplay']"
earth,"['Earth', 'world', 'globe', 'ground', 'land', 'dry_land', 'solid_ground', 'terra_firma', 'worldly_concern']"
eighteen,"['18', 'XVIII']"
prospered,"['thrive', 'prosper', 'fly_high']"
abraham's,[]
appoint,"['name', 'nominate', 'constitute']"
lambs,"['lamb', 'Lamb', 'Charles_Lamb', 'Elia']"
burst,"['explosion', 'fusillade', 'salvo', 'volley', 'fit', 'outburst', 'flare-up', 'split', 'break_open', 'break', 'erupt', 'explode', 'abound', 'bristle', 'collapse']"
asher's,[]
verified,"['verify', 'control', 'affirm', 'assert', 'avow', 'aver', 'swan']"
clean,"['clean_and_jerk', 'make_clean', 'pick', 'houseclean', 'clean_house', 'cleanse', 'strip', 'scavenge', 'clear', 'light', 'unclouded', 'fresh', 'uncontaminating', 'unobjectionable', 'uninfected', 'clean-living', 'fair', 'blank', 'white', 'sporting', 'sporty', 'sportsmanlike', 'neat', 'plumb', 'plum']"
taken,"['take', 'occupy', 'use_up', 'lead', 'direct', 'conduct', 'guide', 'get_hold_of', 'assume', 'acquire', 'adopt', 'take_on', 'read', 'bring', 'convey', 'choose', 'select', 'pick_out', 'accept', 'have', 'fill', 'consider', 'deal', 'look_at', 'necessitate', 'ask', 'postulate', 'need', 'require', 'involve', 'call_for', 'demand', 'film', 'shoot', 'remove', 'take_away', 'withdraw', 'consume', 'ingest', 'take_in', 'submit', 'strike', 'take_up', 'admit', 'learn', 'study', 'claim', 'exact', 'make', 'aim', 'train', 'take_aim', 'carry', 'pack', 'lease', 'rent', 'hire', 'charter', 'engage', 'subscribe', 'subscribe_to', 'contain', 'hold', 'drive', 'contract', 'get']"
had,"['have', 'have_got', 'hold', 'feature', 'experience', 'receive', 'get', 'own', 'possess', 'let', 'consume', 'ingest', 'take_in', 'take', 'throw', 'make', 'give', 'induce', 'stimulate', 'cause', 'accept', 'suffer', 'sustain', 'give_birth', 'deliver', 'bear']"
ashteroth,[]
around,"['about', 'approximately', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'or_so']"
success,"['achiever', 'winner']"
swords,"['sword', 'blade', 'brand']"
ship,"['transport', 'send']"
cries,"['cry', 'outcry', 'call', 'yell', 'shout', 'vociferation', 'war_cry', 'rallying_cry', 'battle_cry', 'watchword', 'shout_out', 'scream', 'holler', 'hollo', 'squall', 'weep', 'exclaim', 'cry_out', 'call_out']"
did,"['make', 'do', 'perform', 'execute', 'fare', 'make_out', 'come', 'get_along', 'cause', 'practice', 'practise', 'exercise', 'suffice', 'answer', 'serve', 'act', 'behave', 'manage', 'dress', 'arrange', 'set', 'coif', 'coiffe']"
bear,"['give_birth', 'deliver', 'birth', 'have', 'digest', 'endure', 'stick_out', 'stomach', 'stand', 'tolerate', 'support', 'brook', 'abide', 'suffer', 'put_up', 'turn_out', 'take_over', 'accept', 'assume', 'hold', 'carry', 'contain', 'yield', 'pay', 'wear', 'behave', 'acquit', 'deport', 'conduct', 'comport', 'have_a_bun_in_the_oven', 'gestate']"
floor,"['flooring', 'level', 'storey', 'story', 'base', 'trading_floor', 'shock', 'ball_over', 'blow_out_of_the_water', 'take_aback', 'deck', 'coldcock', 'dump']"
paddan,[]
while,"['piece', 'spell']"
back,"['dorsum', 'rear', 'spinal_column', 'vertebral_column', 'spine', 'backbone', 'rachis', 'binding', 'book_binding', 'cover', 'backrest', 'endorse', 'indorse', 'plump_for', 'plunk_for', 'support', 'second', 'bet_on', 'gage', 'stake', 'game', 'punt', 'back_up', 'hind', 'hinder', 'backward', 'backwards', 'rearward']"
west,"['West', 'Occident', 'due_west', 'westward', 'W', 'western_United_States', 'Rebecca_West', 'Dame_Rebecca_West', 'Cicily_Isabel_Fairfield', 'Mae_West']"
mahalath,[]
open,"['clear', 'outdoors', 'out-of-doors', 'open_air', 'surface', 'open_up', 'unfold', 'spread', 'spread_out', 'afford', 'give', 'unfastened', 'exposed', 'opened', 'assailable', 'undefendable', 'undefended', 'loose', 'undecided', 'undetermined', 'unresolved', 'receptive', 'overt', 'capable', 'subject', 'candid']"
they,[]
dishon,[]
plucked,"['pluck', 'tweak', 'pull_off', 'pick_off', 'hustle', 'roll', 'overcharge', 'soak', 'surcharge', 'gazump', 'fleece', 'plume', 'rob', 'hook', 'plunk', 'pick', 'pull', 'tear', 'deplume', 'deplumate', 'displume']"
any,['whatever']
guilty,"['hangdog', 'shamefaced']"
isaac's,[]
known,"['know', 'cognize', 'cognise', 'experience', 'live', 'acknowledge', 'recognize', 'recognise', 'sleep_together', 'roll_in_the_hay', 'love', 'make_out', 'make_love', 'sleep_with', 'get_laid', 'have_sex', 'do_it', 'be_intimate', 'have_intercourse', 'have_it_away', 'have_it_off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie_with', 'bed', 'have_a_go_at_it', 'bang', 'get_it_on']"
'they,[]
kindly,"['charitable', 'benevolent', 'sympathetic', 'good-hearted', 'openhearted']"
cease,"['discontinue', 'stop', 'give_up', 'quit', 'lay_off', 'end', 'finish']"
river,[]
gaza,['Gaza_Strip']
houses,"['house', 'firm', 'business_firm', 'sign_of_the_zodiac', 'star_sign', 'sign', 'mansion', 'planetary_house', 'family', 'household', 'home', 'menage', 'theater', 'theatre', 'put_up']"
what,[]
dug,"['dig', 'delve', 'cut_into', 'turn_over', 'dig_out', 'labor', 'labour', 'toil', 'fag', 'travail', 'grind', 'drudge', 'moil', 'dig_up', 'excavate', 'hollow', 'jab', 'prod', 'stab', 'poke', 'grok', 'get_the_picture', 'comprehend', 'savvy', 'grasp', 'compass']"
chaldees,"['Chaldean', 'Chaldaean']"
songs,"['song', 'vocal', 'strain', 'birdcall', 'call', 'birdsong', 'Sung', 'Sung_dynasty', 'Song']"
king,"['male_monarch', 'Rex', 'queen', 'world-beater', 'baron', 'big_businessman', 'business_leader', 'magnate', 'mogul', 'power', 'top_executive', 'tycoon', 'King', 'Billie_Jean_King', 'Billie_Jean_Moffitt_King', 'B._B._King', 'Riley_B_King', 'Martin_Luther_King']"
mine,[]
pleasure,"['pleasance', 'joy']"
ewes,['Ewe']
hanged,"['hang', 'hang_up', 'string_up', 'fall', 'flow', 'attend', 'advert', 'pay_heed', 'give_ear']"
saw,"['proverb', 'adage', 'byword', 'power_saw', 'sawing_machine', 'see', 'understand', 'realize', 'realise', 'witness', 'find', 'visualize', 'visualise', 'envision', 'project', 'fancy', 'figure', 'picture', 'image', 'consider', 'reckon', 'view', 'regard', 'learn', 'hear', 'get_word', 'get_wind', 'pick_up', 'find_out', 'get_a_line', 'discover', 'watch', 'catch', 'take_in', 'meet', 'run_into', 'encounter', 'run_across', 'come_across', 'determine', 'check', 'ascertain', 'insure', 'see_to_it', 'ensure', 'control', 'assure', 'visit', 'attend', 'take_care', 'look', 'go_steady', 'go_out', 'date', 'examine', 'experience', 'go_through', 'escort', 'interpret']"
great,"['outstanding', 'bang-up', 'bully', 'corking', 'cracking', 'dandy', 'groovy', 'keen', 'neat', 'nifty', 'not_bad', 'peachy', 'slap-up', 'swell', 'smashing', 'capital', 'majuscule', 'big', 'enceinte', 'expectant', 'gravid', 'large', 'heavy']"
persecute,[]
lion,"['king_of_beasts', 'Panthera_leo', 'social_lion', 'Leo', 'Lion']"
afar,[]
manasseh,[]
denied,"['deny', 'refuse', 'abnegate']"
ammon,[]
backwards,"['back', 'backward', 'rearward']"
quickly,"['rapidly', 'speedily', 'chop-chop', 'apace', 'promptly', 'quick']"
knew,"['know', 'cognize', 'cognise', 'experience', 'live', 'acknowledge', 'recognize', 'recognise', 'sleep_together', 'roll_in_the_hay', 'love', 'make_out', 'make_love', 'sleep_with', 'get_laid', 'have_sex', 'do_it', 'be_intimate', 'have_intercourse', 'have_it_away', 'have_it_off', 'screw', 'fuck', 'jazz', 'eff', 'hump', 'lie_with', 'bed', 'have_a_go_at_it', 'bang', 'get_it_on']"
myself,[]
kedemah,[]
eleven,"['11', 'XI', 'football_team']"
talked,"['talk', 'speak', 'utter', 'mouth', 'verbalize', 'verbalise', 'spill', 'spill_the_beans', 'let_the_cat_out_of_the_bag', 'tattle', 'blab', 'peach', 'babble', 'sing', 'babble_out', 'blab_out']"
sitnah,[]
reigned,"['reign', 'predominate', 'dominate', 'rule']"
continually,[]
mehetabel,[]
venison,[]
must,['mustiness']
animals,"['animal', 'animate_being', 'beast', 'brute', 'creature']"
gotten,"['get', 'acquire', 'become', 'go', 'let', 'have', 'receive', 'find', 'obtain', 'incur', 'arrive', 'come', 'bring', 'convey', 'fetch', 'experience', 'pay_back', 'pay_off', 'fix', 'make', 'induce', 'stimulate', 'cause', 'catch', 'capture', 'grow', 'develop', 'produce', 'contract', 'take', 'drive', 'aim', 'arrest', 'scram', 'buzz_off', 'fuck_off', 'bugger_off', ""get_under_one's_skin"", 'draw', 'perplex', 'vex', 'stick', 'puzzle', 'mystify', 'baffle', 'beat', 'pose', 'bewilder', 'flummox', 'stupefy', 'nonplus', 'gravel', 'amaze', 'dumbfound', 'get_down', 'begin', 'start_out', 'start', 'set_about', 'set_out', 'commence', 'suffer', 'sustain', 'beget', 'engender', 'father', 'mother', 'sire', 'generate']"
bracelets,"['watchband', 'watchstrap', 'wristband', 'watch_bracelet', 'bracelet']"
fine,"['mulct', 'amercement', 'ticket', 'all_right', 'o.k.', 'ok', 'okay', 'hunky-dory', 'very_well', 'alright', 'OK', 'finely', 'delicately']"
?,[]
tents,"['tent', 'collapsible_shelter', 'camp', 'encamp', 'camp_out']"
weapons,"['weapon', 'arm', 'weapon_system']"
lentils,"['lentil', 'lentil_plant']"
side,"['face', 'side_of_meat', 'position', 'slope', 'incline']"
restored,"['restore', 'reconstruct', 'regenerate', 'rejuvenate', 'restitute', 'repair', 'mend', 'fix', 'bushel', 'doctor', 'furbish_up', 'touch_on', 'reinstate']"
enough,"['sufficiency', 'adequate', 'decent']"
same,"['Lapp', 'Lapplander', 'Sami', 'Saami', 'Same', 'Saame']"
servant's,[]
dew,[]
elam,['Elam']
veil,"['head_covering', 'velum', 'caul', 'embryonic_membrane', 'humeral_veil', 'obscure', 'blot_out', 'obliterate']"
lot,"['batch', 'deal', 'flock', 'good_deal', 'great_deal', 'hatful', 'heap', 'mass', 'mess', 'mickle', 'mint', 'mountain', 'muckle', 'passel', 'peck', 'pile', 'plenty', 'pot', 'quite_a_little', 'raft', 'sight', 'slew', 'spate', 'stack', 'tidy_sum', 'wad', 'set', 'circle', 'band', 'fortune', 'destiny', 'fate', 'luck', 'circumstances', 'portion', 'draw', 'bunch', 'caboodle', 'Lot', 'distribute', 'administer', 'mete_out', 'parcel_out', 'dispense', 'shell_out', 'deal_out', 'dish_out', 'allot']"
fresh,"['bracing', 'brisk', 'refreshing', 'refreshful', 'tonic', 'new', 'novel', 'sweet', 'invigorated', 'refreshed', 'reinvigorated', 'unfermented', 'clean', 'unused', 'impertinent', 'impudent', 'overbold', 'smart', 'saucy', 'sassy', 'wise', 'newly']"
